race,sex,age_cat,decile_score,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,score_text,length_of_stay,two_year_recid
0,1,1,8,14,-1.0,0,1,2,0,1
0,1,0,4,0,-1.0,1,1,0,0,1
0,1,1,9,8,0.0,0,1,2,239,0
0,1,1,2,0,-1.0,0,0,0,0,0
0,1,1,5,0,0.0,0,0,1,0,0
0,1,1,2,0,-1.0,0,1,0,0,1
1,0,1,7,2,-1.0,0,1,1,8,1
1,1,2,3,2,-23.0,0,1,0,2,1
1,1,2,1,0,0.0,1,0,0,4,0
0,1,0,7,2,-1.0,0,1,1,1,1
0,0,2,1,2,-1.0,0,1,0,1,1
0,1,1,2,0,-1.0,1,1,0,0,1
1,1,1,1,0,-1.0,0,0,0,1,0
0,0,0,5,0,-2.0,0,1,1,0,1
1,1,0,4,1,0.0,0,0,0,0,0
1,1,0,2,0,-1.0,1,0,0,0,0
0,1,1,1,0,-1.0,0,0,0,1,0
0,1,0,8,5,-1.0,0,1,2,1,1
0,1,1,8,4,-1.0,0,1,2,0,1
1,1,2,3,9,-1.0,0,1,0,424,1
0,0,1,6,3,-1.0,1,0,1,1,0
0,1,1,9,13,-1.0,0,0,2,1,0
0,1,1,3,2,0.0,0,0,0,0,0
1,1,0,9,0,-1.0,0,1,2,0,1
0,1,1,9,22,-1.0,1,1,2,1,1
0,1,1,4,1,-1.0,1,1,0,3,1
1,1,2,3,4,-1.0,1,1,0,1,1
1,1,1,2,2,-1.0,0,0,0,3,0
0,1,2,1,0,0.0,1,0,0,0,0
1,1,2,1,0,-2.0,0,0,0,2,0
1,1,1,2,2,0.0,0,1,0,-1,1
1,0,1,8,0,-1.0,0,1,2,31,1
1,0,1,7,1,-1.0,0,1,1,9,0
0,1,1,3,0,0.0,0,1,0,0,1
0,1,0,4,3,-1.0,0,1,0,1,1
0,1,1,2,0,0.0,1,1,0,0,1
0,1,1,3,4,-1.0,1,1,0,9,1
1,1,2,1,2,-1.0,0,0,0,0,0
1,1,1,7,1,-1.0,0,1,1,3,1
1,1,1,1,2,-1.0,1,0,0,1,0
0,1,0,7,1,-15.0,0,1,1,15,1
1,1,2,1,0,-1.0,1,0,0,0,0
1,1,0,3,1,-1.0,0,1,0,0,1
0,0,0,3,1,-6.0,0,0,0,0,0
1,1,2,4,9,-1.0,0,1,0,58,1
1,1,1,3,0,-2.0,1,1,0,0,1
1,1,1,1,2,0.0,0,0,0,1,0
1,1,2,2,3,-1.0,0,0,0,13,0
1,1,2,1,6,11.0,1,1,0,18,1
0,1,0,6,1,-1.0,0,0,1,1,0
1,1,2,1,2,-1.0,0,0,0,1,0
1,1,1,1,1,-21.0,0,1,0,0,1
0,1,1,8,5,-1.0,0,0,2,34,0
1,0,1,1,1,0.0,1,1,0,6,1
0,1,1,4,0,0.0,0,1,0,2,1
0,1,1,2,4,-1.0,1,0,0,0,0
1,1,2,1,0,0.0,1,0,0,0,0
1,1,1,6,5,0.0,0,1,1,119,1
1,0,0,3,0,-1.0,1,0,0,0,0
1,0,1,1,0,-2.0,1,0,0,0,0
0,1,0,3,1,-1.0,1,0,0,0,0
1,1,2,2,1,-1.0,1,0,0,1,0
0,0,0,8,0,-1.0,0,1,2,1,1
1,1,1,6,6,-1.0,0,0,1,0,0
0,1,1,8,29,-1.0,0,1,2,5,1
1,1,0,6,1,-5.0,0,0,1,0,0
0,0,0,5,0,-1.0,0,1,1,2,1
0,1,1,10,11,0.0,0,1,2,-1,1
0,0,1,2,0,-1.0,1,0,0,0,0
0,0,1,6,4,-3.0,0,0,1,3,0
1,1,2,1,0,-1.0,1,0,0,1,0
1,1,0,7,1,-1.0,0,0,1,236,0
1,1,1,2,2,-24.0,0,0,0,22,0
1,1,1,2,6,-1.0,0,1,0,2,1
1,1,1,4,3,-16.0,1,1,0,11,1
1,1,2,3,5,-1.0,0,1,0,1,1
0,1,1,9,2,-1.0,0,1,2,28,1
0,1,2,4,10,0.0,0,0,0,175,0
0,1,0,8,0,-1.0,1,0,2,3,0
1,1,0,7,2,-1.0,0,1,1,15,1
0,1,1,9,0,-1.0,1,1,2,1,1
1,1,2,1,2,-1.0,0,0,0,0,0
1,1,1,4,4,-1.0,1,1,0,82,1
1,1,2,3,3,-1.0,0,0,0,14,0
0,1,0,8,3,-1.0,0,1,2,1,1
0,1,2,3,13,-1.0,0,0,0,0,0
1,1,2,5,2,-1.0,0,0,1,5,0
0,1,1,8,6,0.0,0,0,2,0,0
0,1,0,7,1,-1.0,1,0,1,0,0
0,0,0,3,0,0.0,0,1,0,0,1
1,1,1,8,17,-1.0,0,1,2,1,1
1,1,2,2,6,-23.0,0,0,0,1,0
1,0,1,2,0,-3.0,1,0,0,0,0
0,1,2,6,19,-1.0,0,0,1,3,0
1,1,2,5,12,0.0,1,0,1,3,0
0,1,1,7,6,-1.0,1,1,1,0,1
0,1,1,1,0,0.0,1,1,0,0,1
0,1,2,3,11,-1.0,0,0,0,0,0
1,1,1,5,0,0.0,0,0,1,0,0
0,1,1,8,12,0.0,0,1,2,12,1
1,0,1,2,0,-1.0,0,0,0,0,0
0,1,1,2,1,-1.0,1,1,0,1,1
1,0,1,5,3,-1.0,1,0,1,10,0
0,1,1,2,0,-1.0,0,0,0,1,0
0,1,1,4,4,0.0,0,0,0,40,0
0,1,1,5,4,-1.0,0,1,1,50,1
1,1,1,10,7,-1.0,0,1,2,0,1
0,1,1,10,15,-1.0,1,1,2,4,1
0,1,0,9,1,-1.0,1,1,2,0,1
1,1,1,9,2,-1.0,0,1,2,0,1
1,1,1,1,0,-1.0,0,1,0,1,1
1,1,1,2,0,-1.0,1,0,0,0,0
0,1,1,2,4,-1.0,0,1,0,1,0
0,1,1,6,7,-1.0,0,0,1,4,0
1,0,0,8,0,-1.0,0,0,2,1,0
0,1,1,5,0,-1.0,0,1,1,0,1
1,1,0,3,0,-1.0,0,0,0,0,0
1,0,0,3,0,-1.0,0,0,0,0,0
0,0,2,1,0,0.0,1,0,0,0,0
0,1,1,1,0,0.0,1,1,0,0,1
0,1,2,6,1,-1.0,1,1,1,1,1
1,0,1,5,3,-1.0,0,0,1,1,0
0,1,1,6,3,-1.0,0,1,1,0,1
0,1,1,8,11,-1.0,0,1,2,1,1
1,0,0,3,2,-1.0,0,0,0,0,0
0,1,1,1,7,-1.0,0,0,0,0,0
0,1,1,1,0,-1.0,1,0,0,2,0
0,1,2,1,3,-1.0,1,0,0,0,0
1,1,2,1,0,0.0,0,0,0,-1,0
0,1,1,4,10,0.0,1,1,0,1,1
1,1,2,1,0,-1.0,0,0,0,1,0
0,1,1,10,0,-1.0,0,0,2,1,0
0,1,2,4,5,-1.0,0,1,0,3,1
0,1,1,7,0,-1.0,1,0,1,0,0
0,1,0,6,0,-1.0,0,1,1,0,1
0,0,1,2,0,0.0,1,0,0,1,0
0,1,0,5,0,-1.0,0,1,1,0,1
1,1,1,2,0,-1.0,0,0,0,53,0
0,1,1,2,0,-1.0,1,0,0,2,0
0,1,1,5,0,-1.0,1,0,1,1,0
0,1,1,3,1,0.0,1,0,0,0,0
1,1,1,1,4,0.0,1,0,0,0,0
0,1,1,10,15,0.0,0,0,2,104,0
0,1,1,8,6,-1.0,0,1,2,0,1
0,1,1,4,6,0.0,0,0,0,41,0
1,0,1,3,2,-1.0,0,0,0,1,0
0,0,1,1,1,-11.0,0,0,0,8,0
1,1,1,2,5,-1.0,1,1,0,6,1
1,1,0,5,1,-1.0,1,1,1,1,1
1,1,0,9,8,-1.0,0,1,2,35,1
0,1,1,9,8,-1.0,1,1,2,0,1
0,0,2,1,1,-4.0,0,0,0,2,0
1,1,1,7,2,-1.0,0,1,1,0,1
0,1,2,1,0,-1.0,1,0,0,1,0
0,1,0,9,4,-1.0,0,0,2,3,0
1,1,1,4,5,-12.0,1,0,0,2,0
1,1,1,6,6,-1.0,0,1,1,118,1
0,1,1,5,0,-1.0,1,0,1,0,0
1,0,0,6,2,-1.0,1,0,1,0,0
0,1,1,9,3,-1.0,0,1,2,7,1
1,0,2,2,1,-1.0,0,1,0,25,0
0,0,1,5,1,0.0,0,0,1,26,0
1,1,2,2,7,-1.0,0,0,0,1,0
0,1,1,5,1,-12.0,1,0,1,7,0
1,0,0,5,3,-1.0,1,1,1,0,1
0,1,0,8,2,-1.0,0,1,2,2,1
1,1,2,4,3,0.0,0,0,0,0,0
1,0,2,1,1,-8.0,0,0,0,3,0
0,1,1,3,1,-1.0,1,1,0,7,0
0,1,2,1,15,-1.0,0,1,0,80,1
0,1,1,8,0,-1.0,1,1,2,749,1
0,1,1,6,1,0.0,0,0,1,-1,0
0,1,0,10,1,-1.0,0,1,2,5,1
0,1,2,1,0,0.0,1,0,0,1,0
0,1,0,4,0,-1.0,0,1,0,0,1
1,1,1,2,2,0.0,1,0,0,28,0
1,0,1,1,0,-1.0,1,1,0,0,1
1,1,2,1,0,-1.0,1,0,0,0,0
1,1,1,5,5,-18.0,1,1,1,0,1
0,1,2,5,1,-1.0,0,0,1,5,0
0,1,2,1,3,-1.0,0,0,0,3,0
0,1,2,1,0,0.0,0,0,0,0,0
1,1,1,2,2,-22.0,1,0,0,21,0
1,0,2,1,0,-1.0,1,0,0,29,0
0,1,1,7,17,-1.0,1,1,1,51,1
1,1,1,1,3,-1.0,0,0,0,1,0
1,1,1,3,2,-1.0,0,1,0,9,1
0,1,0,9,1,-1.0,0,1,2,1,1
0,1,1,4,5,0.0,0,0,0,-1,0
0,1,1,7,9,-1.0,1,1,1,23,1
1,1,2,1,1,0.0,1,0,0,1,0
1,1,1,8,1,-1.0,0,1,2,33,1
0,0,1,10,0,-1.0,0,0,2,1,0
1,0,2,1,0,-1.0,1,1,0,7,1
0,0,1,3,0,-1.0,0,0,0,0,0
1,1,1,3,1,-1.0,0,0,0,0,0
0,0,1,2,0,0.0,0,0,0,-1,0
0,1,1,7,0,-1.0,1,0,1,1,0
1,1,1,4,5,-1.0,0,0,0,0,0
0,1,0,5,0,-1.0,0,0,1,1,0
1,0,1,3,0,-1.0,0,1,0,62,1
0,1,0,9,7,-1.0,0,1,2,199,1
1,1,1,1,0,-1.0,1,0,0,19,0
1,0,1,6,5,-1.0,0,1,1,41,1
0,1,2,1,3,-28.0,1,0,0,14,0
0,0,1,1,0,-1.0,1,0,0,1,0
0,1,1,5,1,-1.0,1,1,1,0,1
1,0,1,7,6,-1.0,0,0,1,24,0
0,0,0,5,0,-1.0,1,0,1,0,0
0,1,1,5,1,-1.0,1,0,1,1,0
0,1,1,4,1,-1.0,0,1,0,0,1
0,1,0,3,0,-1.0,1,0,0,1,0
0,1,1,9,9,0.0,0,1,2,0,1
0,1,1,5,9,-1.0,0,1,1,1,1
1,1,0,6,0,-1.0,0,1,1,1,1
0,1,1,3,9,-1.0,0,1,0,1,1
1,1,1,6,9,0.0,0,1,1,19,1
0,1,0,9,2,-1.0,1,1,2,7,1
0,1,1,10,21,-1.0,0,1,2,0,1
1,1,1,6,3,-1.0,0,1,1,0,1
1,1,2,1,2,-1.0,1,1,0,0,1
1,1,0,8,3,-1.0,1,1,2,26,1
0,0,2,2,5,-4.0,0,0,0,0,0
1,0,1,5,2,0.0,1,0,1,0,0
0,1,2,4,0,-1.0,0,1,0,1,1
0,1,1,2,0,-1.0,1,0,0,0,0
0,1,1,9,5,0.0,0,1,2,55,1
0,1,2,5,14,-11.0,0,0,1,7,0
0,1,1,5,2,-1.0,1,1,1,15,1
0,1,2,5,11,-1.0,1,1,1,32,1
0,1,0,3,0,-4.0,0,0,0,3,0
0,1,0,10,2,0.0,0,1,2,86,1
0,0,1,2,0,0.0,0,0,0,1,0
0,1,2,1,0,0.0,1,0,0,0,0
1,0,2,3,8,0.0,0,1,0,30,1
0,1,2,6,3,-1.0,0,1,1,2,1
1,1,1,3,0,-1.0,0,0,0,1,0
0,1,0,7,1,-1.0,0,0,1,33,0
0,1,2,9,8,-1.0,0,1,2,11,1
0,1,1,7,6,0.0,1,1,1,0,1
0,1,1,10,10,-1.0,0,1,2,1,1
0,1,1,9,12,0.0,0,1,2,0,1
0,1,1,6,4,0.0,0,1,1,45,1
0,1,1,10,7,0.0,1,1,2,8,1
0,1,1,6,1,-1.0,1,1,1,29,1
0,1,2,1,2,0.0,0,0,0,0,0
1,1,1,7,2,-1.0,0,1,1,0,1
1,1,0,6,1,-1.0,0,0,1,0,0
0,1,1,7,3,0.0,0,0,1,0,0
0,1,1,6,13,0.0,0,1,1,0,1
0,1,1,2,2,-1.0,0,1,0,125,0
1,1,2,1,0,-1.0,1,1,0,-1,1
0,1,0,8,6,-19.0,0,1,2,0,1
1,0,1,7,6,-2.0,0,1,1,67,1
0,1,0,8,2,0.0,1,1,2,49,1
0,1,2,1,12,-22.0,0,1,0,1,1
0,1,0,6,1,-1.0,1,1,1,1,1
0,1,2,2,1,-1.0,0,0,0,49,0
1,1,2,1,6,0.0,0,0,0,0,0
1,0,1,2,0,-1.0,1,0,0,1,0
1,1,1,3,5,-20.0,0,0,0,0,0
0,1,1,4,0,-1.0,0,1,0,1,1
1,1,2,1,1,-1.0,0,0,0,0,0
0,0,1,3,2,-1.0,1,0,0,2,0
0,1,1,2,0,-1.0,0,1,0,1,1
0,1,2,4,9,-1.0,0,1,0,64,0
0,1,0,9,9,-1.0,1,1,2,3,1
0,0,0,9,2,-1.0,0,0,2,2,0
0,0,1,2,2,-1.0,0,0,0,0,0
1,0,1,10,22,-1.0,1,1,2,26,1
0,1,2,1,0,0.0,1,0,0,0,0
1,0,1,5,3,-3.0,0,0,1,0,0
1,0,1,7,1,-1.0,0,1,1,13,1
0,1,1,9,5,-1.0,0,1,2,54,1
0,1,1,5,4,0.0,0,0,1,1,0
0,1,0,5,1,-1.0,1,1,1,2,1
1,1,1,5,5,0.0,0,0,1,0,0
1,1,1,1,0,-1.0,1,1,0,0,1
0,1,0,4,0,-1.0,0,0,0,3,0
1,1,1,6,4,-1.0,1,1,1,7,1
0,1,2,5,11,-1.0,1,1,1,79,1
0,1,1,5,1,-1.0,0,0,1,1,0
0,1,1,2,12,0.0,0,1,0,0,1
0,1,1,10,13,-1.0,0,1,2,1,1
0,1,2,6,15,-1.0,1,1,1,14,1
0,1,0,8,3,-1.0,0,1,2,0,1
0,1,1,8,15,0.0,0,0,2,-1,0
1,1,2,1,0,0.0,1,0,0,-1,0
0,1,1,7,12,0.0,0,0,1,34,0
0,0,2,1,1,0.0,0,0,0,0,0
0,0,0,7,0,0.0,0,1,1,0,1
1,1,2,9,28,-1.0,0,1,2,33,1
0,1,1,5,7,0.0,0,1,1,-1,1
1,1,2,5,4,0.0,0,1,1,0,1
0,1,1,8,16,-8.0,0,1,2,8,1
0,0,0,4,0,-1.0,1,1,0,1,0
0,1,1,2,5,-1.0,0,1,0,0,1
1,1,2,2,13,-13.0,0,0,0,6,0
1,0,2,1,0,-6.0,0,0,0,0,0
0,1,2,2,0,-1.0,0,0,0,6,0
0,0,1,1,0,-1.0,1,0,0,1,0
1,0,2,1,0,0.0,1,0,0,1,0
0,1,1,2,1,-1.0,0,1,0,0,1
0,1,0,5,0,-1.0,0,1,1,0,1
1,0,1,1,0,0.0,1,1,0,0,1
1,1,1,2,1,-1.0,1,0,0,35,0
1,1,0,2,0,-1.0,0,0,0,0,0
0,1,1,8,7,-1.0,1,1,2,0,1
1,0,0,4,0,-2.0,0,0,0,0,0
0,0,2,1,0,-1.0,0,0,0,0,0
0,1,1,7,8,0.0,1,1,1,0,1
1,1,1,2,5,0.0,0,0,0,0,0
0,0,1,3,5,-1.0,0,0,0,0,0
0,1,1,6,1,-1.0,1,1,1,99,1
1,1,1,2,1,-1.0,0,0,0,1,0
1,1,1,4,2,0.0,0,0,0,1,0
0,0,1,5,1,-1.0,0,0,1,1,0
1,0,1,6,11,-1.0,0,1,1,1,1
0,1,0,4,3,-1.0,0,1,0,1,1
1,1,1,3,0,-1.0,0,0,0,1,0
1,1,2,1,1,-2.0,0,1,0,0,1
0,0,0,2,0,-1.0,1,0,0,1,0
0,1,1,6,6,0.0,0,1,1,0,1
0,1,0,9,1,-1.0,1,1,2,6,1
0,0,1,7,5,-1.0,0,0,1,186,0
1,1,0,3,1,-1.0,0,1,0,0,1
1,1,2,1,3,-3.0,1,0,0,2,0
1,1,1,4,4,0.0,0,1,0,2,1
0,1,0,5,1,-1.0,0,1,1,1,1
0,1,2,1,0,-1.0,1,1,0,1,1
0,1,2,5,12,-1.0,0,1,1,1,1
1,1,1,4,1,-1.0,1,0,0,1,0
1,0,2,4,8,-26.0,1,1,0,23,1
0,0,1,4,0,-1.0,0,0,0,0,0
1,1,2,1,1,-14.0,0,1,0,4,1
0,0,2,4,6,-1.0,0,0,0,1,0
1,1,1,7,4,-1.0,1,1,1,26,1
1,1,1,3,0,-1.0,0,1,0,0,0
0,1,1,9,9,-1.0,0,1,2,84,1
1,1,2,4,2,-7.0,0,0,0,6,0
0,1,2,8,12,-1.0,0,1,2,0,1
1,1,1,3,1,-23.0,0,0,0,-1,0
0,0,1,2,2,-1.0,0,1,0,0,1
1,1,1,2,1,-1.0,0,1,0,0,0
1,1,2,1,0,0.0,1,0,0,-1,0
0,1,1,7,0,-1.0,0,0,1,0,0
1,1,1,3,1,-1.0,0,0,0,0,0
0,1,1,9,3,-1.0,0,1,2,0,1
1,0,2,5,6,-1.0,0,1,1,10,1
0,1,0,9,1,-1.0,0,1,2,456,1
0,1,0,4,0,-1.0,0,0,0,0,0
0,0,1,5,1,0.0,0,1,1,0,1
0,0,2,1,0,-1.0,0,0,0,0,0
1,0,2,1,0,-1.0,1,0,0,0,0
0,1,2,1,0,-1.0,1,0,0,1,0
0,1,0,7,0,-1.0,1,0,1,3,0
0,1,1,1,0,0.0,0,0,0,1,0
0,1,2,1,0,-1.0,0,1,0,2,1
0,1,1,9,10,-1.0,0,1,2,0,1
0,1,2,1,1,-1.0,0,0,0,0,0
0,1,1,3,2,-1.0,0,1,0,2,1
0,0,0,8,0,-6.0,0,0,2,0,0
0,1,1,5,0,-1.0,0,0,1,3,0
1,1,1,9,5,0.0,0,1,2,55,1
0,1,2,1,0,-1.0,0,0,0,1,0
0,1,1,2,2,-1.0,0,1,0,8,0
1,1,0,2,1,-1.0,1,0,0,0,0
1,1,1,2,1,-1.0,1,1,0,0,1
0,1,1,2,0,-1.0,0,0,0,2,0
1,0,1,5,1,0.0,1,1,1,0,1
0,1,1,5,0,-1.0,0,1,1,1,1
0,1,1,7,21,-6.0,1,1,1,6,1
1,1,0,3,0,-1.0,1,0,0,0,0
1,0,1,1,0,-1.0,1,0,0,1,0
0,1,0,4,1,0.0,0,1,0,0,1
0,1,2,1,3,0.0,0,0,0,0,0
0,1,0,10,2,-1.0,0,1,2,129,1
1,1,1,3,2,-1.0,0,0,0,1,0
0,0,1,1,3,-1.0,0,0,0,29,0
0,1,1,7,0,-2.0,1,1,1,0,1
1,1,1,5,3,-1.0,1,1,1,1,1
0,1,0,8,0,-1.0,1,1,2,1,1
0,0,1,4,3,-1.0,1,0,0,2,0
1,0,1,6,4,-1.0,0,0,1,29,0
0,1,0,7,1,0.0,0,1,1,6,1
0,0,1,1,1,-10.0,0,0,0,-1,0
0,0,1,7,15,-1.0,0,1,1,65,1
0,1,1,4,0,-1.0,0,1,0,0,1
0,1,0,7,0,0.0,0,0,1,3,0
1,1,1,2,2,-2.0,0,1,0,1,1
1,1,0,2,0,0.0,0,0,0,0,0
0,1,1,1,0,-1.0,0,0,0,0,0
0,1,1,4,1,-1.0,0,0,0,1,0
0,0,0,8,3,-1.0,0,0,2,0,0
0,0,0,4,1,-23.0,0,0,0,0,0
0,1,1,2,0,-1.0,1,1,0,1,1
1,1,1,5,2,-12.0,1,1,1,11,1
1,0,0,6,0,-1.0,0,1,1,1,1
0,1,0,10,1,0.0,0,1,2,0,1
0,1,1,9,3,-1.0,1,1,2,205,1
0,0,0,6,3,-1.0,1,1,1,2,1
0,1,1,5,0,-1.0,1,0,1,34,0
1,1,1,2,1,-19.0,0,1,0,18,1
1,1,1,8,10,-1.0,0,1,2,1,1
1,1,1,4,0,-1.0,0,0,0,0,0
1,1,2,1,1,-2.0,1,0,0,1,0
0,1,1,10,7,-1.0,0,1,2,20,1
1,1,1,2,0,-1.0,0,0,0,5,0
1,1,1,3,0,-1.0,1,0,0,3,0
0,1,1,4,5,-10.0,0,0,0,9,0
0,1,0,7,0,-1.0,0,0,1,3,0
1,1,1,5,0,-1.0,1,0,1,1,0
0,1,1,8,12,-1.0,0,1,2,1,1
1,0,1,7,4,-1.0,1,0,1,1,0
0,0,1,1,0,0.0,1,0,0,0,0
0,1,1,2,4,-10.0,0,0,0,7,0
1,1,1,5,1,-1.0,0,0,1,28,0
1,0,1,8,0,0.0,1,0,2,0,0
0,1,1,10,18,-1.0,0,1,2,197,1
0,1,1,2,2,-1.0,0,1,0,2,0
0,0,1,5,0,-1.0,1,0,1,44,0
1,0,1,6,1,-13.0,0,0,1,8,0
0,1,1,7,2,0.0,0,1,1,9,1
0,0,1,1,0,-1.0,1,0,0,0,0
1,1,1,5,3,-1.0,1,0,1,0,0
0,0,1,6,0,-1.0,1,0,1,2,0
1,0,1,2,0,0.0,1,0,0,0,0
1,1,0,9,1,28.0,0,1,2,15,1
0,1,0,4,0,-1.0,0,0,0,1,0
0,1,0,4,2,-1.0,1,1,0,0,1
0,1,2,8,0,-1.0,0,1,2,1,1
0,0,1,5,1,-1.0,0,1,1,6,1
0,1,0,4,1,-1.0,1,0,0,1,0
0,1,1,10,3,-1.0,1,1,2,80,1
0,1,0,9,5,-1.0,0,1,2,4,1
1,0,0,10,0,-1.0,1,0,2,0,0
1,1,1,2,2,-1.0,0,1,0,2,1
0,0,0,4,0,-1.0,1,1,0,1,1
1,1,1,1,0,-1.0,0,1,0,5,1
1,0,1,1,0,-3.0,1,1,0,0,1
0,1,1,9,12,0.0,0,1,2,9,1
0,1,1,7,2,-1.0,0,0,1,258,0
1,0,1,2,0,-1.0,1,0,0,0,0
0,1,1,8,8,-1.0,0,1,2,2,1
1,0,1,2,0,0.0,0,0,0,0,0
0,1,2,7,4,-4.0,0,0,1,1,0
1,0,1,2,0,-1.0,1,0,0,0,0
0,1,1,9,9,-1.0,0,1,2,1,1
1,1,2,3,0,-1.0,0,0,0,0,0
0,1,0,7,1,-1.0,1,0,1,1,0
0,0,1,1,1,-1.0,0,0,0,2,0
1,1,2,2,1,-17.0,1,0,0,4,0
0,0,2,9,21,-1.0,1,1,2,21,1
0,1,2,3,12,-1.0,0,0,0,241,0
0,1,2,1,3,0.0,0,0,0,1,0
1,0,1,3,2,-1.0,1,0,0,0,0
1,1,1,4,13,-1.0,0,1,0,5,1
0,1,0,2,0,-1.0,0,1,0,0,1
1,1,0,5,3,-1.0,0,0,1,9,0
0,1,0,3,0,-1.0,0,0,0,0,0
1,1,1,8,1,-1.0,0,0,2,1,0
1,0,1,1,1,-23.0,1,0,0,1,0
0,1,2,2,5,-1.0,0,1,0,597,1
1,1,1,2,2,0.0,0,1,0,5,1
0,1,0,3,0,-1.0,0,1,0,149,1
0,1,1,6,0,0.0,0,0,1,1,0
0,1,0,9,1,0.0,0,1,2,103,1
0,1,0,9,3,-1.0,0,1,2,44,1
1,1,0,4,1,-23.0,0,0,0,2,0
0,1,0,9,2,-1.0,0,0,2,1,0
0,0,1,2,0,0.0,1,0,0,1,0
1,0,2,4,0,-1.0,1,1,0,1,1
0,1,1,3,1,0.0,0,0,0,0,0
0,1,2,8,22,0.0,0,1,2,33,1
0,1,1,4,0,-1.0,0,1,0,0,1
1,1,1,2,2,-1.0,0,0,0,1,0
1,0,0,9,3,-1.0,0,1,2,2,1
1,1,0,3,0,-1.0,0,1,0,1,1
1,0,1,5,2,-1.0,0,1,1,0,1
0,1,1,3,8,-1.0,0,1,0,1,1
0,1,0,6,0,0.0,1,1,1,0,1
0,0,1,7,4,-1.0,0,0,1,2,0
1,1,1,9,0,-1.0,0,1,2,0,1
1,1,1,8,7,-1.0,0,1,2,0,1
1,1,1,2,1,-1.0,0,1,0,1,1
0,0,1,2,0,0.0,1,0,0,0,0
1,1,2,2,3,-4.0,1,0,0,0,0
1,1,0,4,0,-1.0,0,1,0,6,1
0,1,1,4,5,-1.0,0,1,0,2,0
0,1,1,3,0,0.0,0,0,0,40,0
0,1,1,10,6,0.0,1,1,2,1,1
0,0,0,5,1,0.0,1,0,1,-1,0
1,1,1,10,11,-1.0,0,0,2,141,0
1,1,0,8,0,0.0,0,0,2,1,0
0,0,1,2,2,-1.0,0,0,0,1,0
1,1,2,6,1,0.0,0,1,1,81,1
0,1,1,9,17,-1.0,0,1,2,1,1
1,0,2,2,1,-7.0,1,0,0,4,0
1,1,1,8,0,-1.0,0,0,2,89,0
0,1,2,8,17,-2.0,0,1,2,0,1
0,0,1,6,0,0.0,1,0,1,0,0
1,1,1,4,3,-1.0,1,1,0,9,1
0,1,0,4,1,-1.0,0,1,0,1,1
0,1,1,5,0,0.0,0,0,1,2,0
0,1,1,5,2,-1.0,1,0,1,1,0
1,1,1,2,0,0.0,1,0,0,0,0
0,1,1,4,1,-1.0,0,1,0,132,1
0,0,0,7,0,0.0,0,0,1,0,0
0,0,0,4,1,-1.0,0,0,0,0,0
0,1,1,7,21,0.0,0,1,1,0,1
0,1,1,9,18,-1.0,0,1,2,0,1
0,1,1,7,9,-1.0,0,1,1,8,1
0,1,0,6,1,-1.0,0,0,1,35,0
0,0,1,3,0,-2.0,0,1,0,0,1
0,1,1,6,10,-1.0,1,0,1,0,0
0,1,1,1,1,-1.0,0,0,0,1,0
0,1,1,3,0,-1.0,0,0,0,0,0
0,1,0,9,2,-1.0,0,1,2,6,1
1,1,1,3,1,-1.0,0,1,0,39,1
0,1,1,5,1,-1.0,1,1,1,5,1
1,1,1,3,0,-1.0,0,0,0,5,0
0,1,1,2,0,-1.0,1,0,0,3,0
1,1,0,7,3,-1.0,0,1,1,142,1
0,0,1,3,0,0.0,0,0,0,2,0
0,1,0,6,1,-1.0,0,1,1,120,1
1,0,1,4,0,-1.0,0,0,0,28,0
1,1,2,1,2,-4.0,0,0,0,3,0
0,0,2,2,1,-24.0,0,1,0,0,1
0,0,0,3,4,-1.0,0,1,0,2,1
1,0,1,1,0,-1.0,1,0,0,0,0
0,1,0,7,2,-1.0,0,1,1,1,1
0,0,1,5,4,-1.0,0,1,1,2,1
0,1,1,5,0,0.0,0,0,1,0,0
1,1,1,1,1,0.0,1,1,0,0,1
1,1,2,6,3,-1.0,0,0,1,16,0
0,1,0,5,0,-1.0,0,0,1,2,0
0,1,0,9,2,-1.0,0,1,2,18,1
0,1,1,9,3,-1.0,0,1,2,9,1
0,0,1,1,0,-1.0,0,0,0,2,0
0,1,1,8,0,-1.0,1,1,2,1,1
1,0,2,2,2,-1.0,0,0,0,0,0
1,1,0,4,0,-1.0,1,0,0,1,0
0,1,1,6,10,-1.0,0,1,1,181,1
0,1,1,5,5,-1.0,0,1,1,49,1
0,1,0,9,4,0.0,0,1,2,192,1
1,1,1,4,0,-1.0,1,0,0,2,0
1,1,1,2,1,0.0,1,0,0,1,0
0,0,1,9,13,-1.0,0,1,2,32,1
1,1,1,1,0,-3.0,0,1,0,2,1
0,1,2,1,4,-5.0,1,0,0,4,0
0,1,1,3,2,-1.0,0,1,0,1,1
0,0,0,5,0,-1.0,1,1,1,0,1
0,1,1,4,2,0.0,1,1,0,4,1
0,1,0,4,0,0.0,0,0,0,-1,0
0,1,2,2,20,-1.0,1,1,0,30,1
1,1,0,6,2,-1.0,0,0,1,32,0
1,0,1,9,2,22.0,0,1,2,0,1
0,0,1,3,6,-1.0,0,0,0,0,0
0,1,2,8,12,-1.0,1,1,2,3,1
0,1,2,3,4,0.0,0,1,0,1,1
0,1,2,5,8,-1.0,1,0,1,25,0
